CO(GT),Date,Time,interval,intervalReverse
1.0,3/16/2004,5:00:00,120.0,60.0
1.0,3/16/2004,6:00:00,60.0,60.0
1.0,3/16/2004,7:00:00,60.0,60.0
1.0,3/16/2004,8:00:00,60.0,60.0
1.0,3/16/2004,9:00:00,60.0,60.0
1.0,3/16/2004,10:00:00,60.0,60.0
1.0,3/16/2004,11:00:00,60.0,60.0
1.0,3/16/2004,12:00:00,60.0,60.0
1.0,3/16/2004,13:00:00,60.0,0.0
1.0,3/16/2004,14:00:00,0.0,60.0
1.0,3/16/2004,15:00:00,60.0,60.0
1.0,3/16/2004,16:00:00,60.0,60.0
1.0,3/16/2004,17:00:00,60.0,60.0
1.0,3/16/2004,18:00:00,60.0,60.0
1.0,3/16/2004,19:00:00,60.0,60.0
1.0,3/16/2004,20:00:00,60.0,60.0
1.0,3/16/2004,21:00:00,60.0,60.0
1.0,3/16/2004,22:00:00,60.0,60.0
1.0,3/16/2004,23:00:00,60.0,60.0
1.0,3/17/2004,0:00:00,60.0,60.0
1.0,3/17/2004,1:00:00,60.0,60.0
1.0,3/17/2004,2:00:00,60.0,60.0
1.0,3/17/2004,3:00:00,60.0,60.0
0.0,3/17/2004,4:00:00,60.0,60.0
1.0,3/17/2004,5:00:00,120.0,59.0
1.0,3/17/2004,6:00:00,60.0,60.0
1.0,3/17/2004,7:00:00,60.0,60.0
1.0,3/17/2004,8:00:00,60.0,60.0
1.0,3/17/2004,9:00:00,60.0,0.0
1.0,3/17/2004,10:00:00,0.0,60.0
1.0,3/17/2004,11:00:00,60.0,60.0
1.0,3/17/2004,12:00:00,60.0,60.0
1.0,3/17/2004,13:00:00,60.0,60.0
1.0,3/17/2004,14:00:00,60.0,60.0
1.0,3/17/2004,15:00:00,60.0,60.0
1.0,3/17/2004,16:00:00,60.0,60.0
1.0,3/17/2004,17:00:00,60.0,60.0
1.0,3/17/2004,18:00:00,60.0,60.0
1.0,3/17/2004,19:00:00,60.0,60.0
1.0,3/17/2004,20:00:00,60.0,60.0
1.0,3/17/2004,21:00:00,60.0,60.0
1.0,3/17/2004,22:00:00,60.0,60.0
1.0,3/17/2004,23:00:00,60.0,60.0
1.0,3/18/2004,0:00:00,60.0,60.0
1.0,3/18/2004,1:00:00,60.0,60.0
1.0,3/18/2004,2:00:00,60.0,60.0
1.0,3/18/2004,3:00:00,60.0,60.0
0.0,3/18/2004,4:00:00,60.0,60.0
1.0,3/18/2004,5:00:00,120.0,0.0
1.0,3/18/2004,6:00:00,0.0,60.0
1.0,3/18/2004,7:00:00,60.0,60.0
1.0,3/18/2004,8:00:00,60.0,60.0
1.0,3/18/2004,9:00:00,60.0,60.0
1.0,3/18/2004,10:00:00,60.0,60.0
1.0,3/18/2004,11:00:00,60.0,60.0
1.0,3/18/2004,12:00:00,60.0,60.0
1.0,3/18/2004,13:00:00,60.0,60.0
1.0,3/18/2004,14:00:00,60.0,60.0
1.0,3/18/2004,15:00:00,60.0,60.0
1.0,3/18/2004,16:00:00,60.0,60.0
1.0,3/18/2004,17:00:00,60.0,60.0
1.0,3/18/2004,18:00:00,60.0,60.0
1.0,3/18/2004,19:00:00,60.0,60.0
1.0,3/18/2004,20:00:00,60.0,60.0
1.0,3/18/2004,21:00:00,60.0,60.0
1.0,3/18/2004,22:00:00,60.0,60.0
1.0,3/18/2004,23:00:00,60.0,60.0
1.0,3/19/2004,0:00:00,60.0,60.0
1.0,3/19/2004,1:00:00,60.0,0.0
1.0,3/19/2004,2:00:00,0.0,60.0
1.0,3/19/2004,3:00:00,60.0,60.0
0.0,3/19/2004,4:00:00,60.0,60.0
1.0,3/19/2004,5:00:00,120.0,59.0
1.0,3/19/2004,6:00:00,60.0,60.0
1.0,3/19/2004,7:00:00,60.0,60.0
1.0,3/19/2004,8:00:00,60.0,60.0
1.0,3/19/2004,9:00:00,60.0,60.0
1.0,3/19/2004,10:00:00,60.0,60.0
1.0,3/19/2004,11:00:00,60.0,60.0
1.0,3/19/2004,12:00:00,60.0,60.0
1.0,3/19/2004,13:00:00,60.0,60.0
1.0,3/19/2004,14:00:00,60.0,60.0
1.0,3/19/2004,15:00:00,60.0,60.0
1.0,3/19/2004,16:00:00,60.0,60.0
1.0,3/19/2004,17:00:00,60.0,60.0
1.0,3/19/2004,18:00:00,60.0,60.0
1.0,3/19/2004,19:00:00,60.0,60.0
1.0,3/19/2004,20:00:00,60.0,60.0
1.0,3/19/2004,21:00:00,60.0,0.0
1.0,3/19/2004,22:00:00,0.0,60.0
1.0,3/19/2004,23:00:00,60.0,60.0
1.0,3/20/2004,0:00:00,60.0,60.0
1.0,3/20/2004,1:00:00,60.0,60.0
1.0,3/20/2004,2:00:00,60.0,60.0
1.0,3/20/2004,3:00:00,60.0,60.0
0.0,3/20/2004,4:00:00,60.0,60.0
1.0,3/20/2004,5:00:00,120.0,60.0
1.0,3/20/2004,6:00:00,60.0,60.0
1.0,3/20/2004,7:00:00,60.0,60.0
1.0,3/20/2004,8:00:00,60.0,60.0
1.0,3/20/2004,9:00:00,60.0,60.0
1.0,3/20/2004,10:00:00,60.0,60.0
1.0,3/20/2004,11:00:00,60.0,60.0
1.0,3/20/2004,12:00:00,60.0,60.0
1.0,3/20/2004,13:00:00,60.0,60.0
1.0,3/20/2004,14:00:00,60.0,60.0
1.0,3/20/2004,15:00:00,60.0,60.0
1.0,3/20/2004,16:00:00,60.0,60.0
1.0,3/20/2004,17:00:00,60.0,0.0
1.0,3/20/2004,18:00:00,0.0,60.0
1.0,3/20/2004,19:00:00,60.0,60.0
1.0,3/20/2004,20:00:00,60.0,60.0
1.0,3/20/2004,21:00:00,60.0,60.0
1.0,3/20/2004,22:00:00,60.0,60.0
1.0,3/20/2004,23:00:00,60.0,60.0
1.0,3/21/2004,0:00:00,60.0,60.0
1.0,3/21/2004,1:00:00,60.0,60.0
1.0,3/21/2004,2:00:00,60.0,60.0
1.0,3/21/2004,3:00:00,60.0,60.0
0.0,3/21/2004,4:00:00,60.0,60.0
1.0,3/21/2004,5:00:00,120.0,60.0
1.0,3/21/2004,6:00:00,60.0,60.0
1.0,3/21/2004,7:00:00,60.0,60.0
1.0,3/21/2004,8:00:00,60.0,60.0
1.0,3/21/2004,9:00:00,60.0,60.0
1.0,3/21/2004,10:00:00,60.0,60.0
1.0,3/21/2004,11:00:00,60.0,60.0
1.0,3/21/2004,12:00:00,60.0,60.0
1.0,3/21/2004,13:00:00,60.0,0.0
1.0,3/21/2004,14:00:00,0.0,60.0
1.0,3/21/2004,15:00:00,60.0,60.0
1.0,3/21/2004,16:00:00,60.0,60.0
1.0,3/21/2004,17:00:00,60.0,60.0
1.0,3/21/2004,18:00:00,60.0,60.0
1.0,3/21/2004,19:00:00,60.0,60.0
1.0,3/21/2004,20:00:00,60.0,60.0
1.0,3/21/2004,21:00:00,60.0,60.0
1.0,3/21/2004,22:00:00,60.0,60.0
1.0,3/21/2004,23:00:00,60.0,60.0
1.0,3/22/2004,0:00:00,60.0,60.0
1.0,3/22/2004,1:00:00,60.0,60.0
1.0,3/22/2004,2:00:00,60.0,60.0
1.0,3/22/2004,3:00:00,60.0,60.0
0.0,3/22/2004,4:00:00,60.0,60.0
1.0,3/22/2004,5:00:00,120.0,60.0
1.0,3/22/2004,6:00:00,60.0,60.0
1.0,3/22/2004,7:00:00,60.0,60.0
1.0,3/22/2004,8:00:00,60.0,60.0
1.0,3/22/2004,9:00:00,60.0,0.0
1.0,3/22/2004,10:00:00,0.0,60.0
1.0,3/22/2004,11:00:00,60.0,60.0
1.0,3/22/2004,12:00:00,60.0,60.0
1.0,3/22/2004,13:00:00,60.0,60.0
1.0,3/22/2004,14:00:00,60.0,60.0
1.0,3/22/2004,15:00:00,60.0,60.0
1.0,3/22/2004,16:00:00,60.0,60.0
1.0,3/22/2004,17:00:00,60.0,60.0
1.0,3/22/2004,18:00:00,60.0,60.0
1.0,3/22/2004,19:00:00,60.0,60.0
1.0,3/22/2004,20:00:00,60.0,60.0
1.0,3/22/2004,21:00:00,60.0,59.0
1.0,3/22/2004,22:00:00,60.0,60.0
1.0,3/22/2004,23:00:00,60.0,60.0
1.0,3/23/2004,0:00:00,60.0,60.0
1.0,3/23/2004,1:00:00,60.0,60.0
1.0,3/23/2004,2:00:00,60.0,60.0
1.0,3/23/2004,3:00:00,60.0,60.0
0.0,3/23/2004,4:00:00,60.0,60.0
1.0,3/23/2004,5:00:00,120.0,0.0
1.0,3/23/2004,6:00:00,0.0,60.0
1.0,3/23/2004,7:00:00,60.0,60.0
1.0,3/23/2004,8:00:00,60.0,60.0
1.0,3/23/2004,9:00:00,60.0,60.0
1.0,3/23/2004,10:00:00,60.0,60.0
1.0,3/23/2004,11:00:00,60.0,60.0
1.0,3/23/2004,12:00:00,60.0,60.0
1.0,3/23/2004,13:00:00,60.0,60.0
1.0,3/23/2004,14:00:00,60.0,60.0
1.0,3/23/2004,15:00:00,60.0,60.0
1.0,3/23/2004,16:00:00,60.0,60.0
1.0,3/23/2004,17:00:00,60.0,60.0
1.0,3/23/2004,18:00:00,60.0,60.0
1.0,3/23/2004,19:00:00,60.0,60.0
1.0,3/23/2004,20:00:00,60.0,60.0
1.0,3/23/2004,21:00:00,60.0,60.0
1.0,3/23/2004,22:00:00,60.0,60.0
1.0,3/23/2004,23:00:00,60.0,60.0
1.0,3/24/2004,0:00:00,60.0,60.0
1.0,3/24/2004,1:00:00,60.0,0.0
1.0,3/24/2004,2:00:00,0.0,60.0
1.0,3/24/2004,3:00:00,60.0,60.0
0.0,3/24/2004,4:00:00,60.0,60.0
1.0,3/24/2004,5:00:00,120.0,60.0
1.0,3/24/2004,6:00:00,60.0,60.0
1.0,3/24/2004,7:00:00,60.0,60.0
1.0,3/24/2004,8:00:00,60.0,60.0
1.0,3/24/2004,9:00:00,60.0,60.0
1.0,3/24/2004,10:00:00,60.0,60.0
1.0,3/24/2004,11:00:00,60.0,60.0
1.0,3/24/2004,12:00:00,60.0,60.0
1.0,3/24/2004,13:00:00,60.0,60.0
1.0,3/24/2004,14:00:00,60.0,60.0
0.0,3/24/2004,15:00:00,60.0,60.0
1.0,3/24/2004,16:00:00,120.0,60.0
1.0,3/24/2004,17:00:00,60.0,60.0
1.0,3/24/2004,18:00:00,60.0,60.0
1.0,3/24/2004,19:00:00,60.0,60.0
1.0,3/24/2004,20:00:00,60.0,60.0
1.0,3/24/2004,21:00:00,60.0,0.0
1.0,3/24/2004,22:00:00,0.0,60.0
1.0,3/24/2004,23:00:00,60.0,60.0
1.0,3/25/2004,0:00:00,60.0,60.0
1.0,3/25/2004,1:00:00,60.0,60.0
1.0,3/25/2004,2:00:00,60.0,60.0
1.0,3/25/2004,3:00:00,60.0,60.0
1.0,3/25/2004,4:00:00,60.0,60.0
1.0,3/25/2004,5:00:00,60.0,60.0
1.0,3/25/2004,6:00:00,60.0,60.0
1.0,3/25/2004,7:00:00,60.0,60.0
1.0,3/25/2004,8:00:00,60.0,60.0
1.0,3/25/2004,9:00:00,60.0,60.0
1.0,3/25/2004,10:00:00,60.0,60.0
1.0,3/25/2004,11:00:00,60.0,60.0
1.0,3/25/2004,12:00:00,60.0,60.0
1.0,3/25/2004,13:00:00,60.0,60.0
1.0,3/25/2004,14:00:00,60.0,60.0
1.0,3/25/2004,15:00:00,60.0,60.0
1.0,3/25/2004,16:00:00,60.0,60.0
1.0,3/25/2004,17:00:00,60.0,0.0
1.0,3/25/2004,18:00:00,0.0,60.0
1.0,3/25/2004,19:00:00,60.0,60.0
1.0,3/25/2004,20:00:00,60.0,60.0
1.0,3/25/2004,21:00:00,60.0,60.0
1.0,3/25/2004,22:00:00,60.0,60.0
1.0,3/25/2004,23:00:00,60.0,60.0
1.0,3/26/2004,0:00:00,60.0,60.0
1.0,3/26/2004,1:00:00,60.0,60.0
1.0,3/26/2004,2:00:00,60.0,60.0
1.0,3/26/2004,3:00:00,60.0,60.0
1.0,3/26/2004,4:00:00,60.0,60.0
1.0,3/26/2004,5:00:00,60.0,60.0
1.0,3/26/2004,6:00:00,60.0,60.0
1.0,3/26/2004,7:00:00,60.0,60.0
1.0,3/26/2004,8:00:00,60.0,60.0
1.0,3/26/2004,9:00:00,60.0,60.0
1.0,3/26/2004,10:00:00,60.0,60.0
1.0,3/26/2004,11:00:00,60.0,60.0
1.0,3/26/2004,12:00:00,60.0,60.0
1.0,3/26/2004,13:00:00,60.0,0.0
1.0,3/26/2004,14:00:00,0.0,60.0
1.0,3/26/2004,15:00:00,60.0,60.0
1.0,3/26/2004,16:00:00,60.0,60.0
1.0,3/26/2004,17:00:00,60.0,60.0
1.0,3/26/2004,18:00:00,60.0,60.0
1.0,3/26/2004,19:00:00,60.0,60.0
1.0,3/26/2004,20:00:00,60.0,60.0
1.0,3/26/2004,21:00:00,60.0,60.0
1.0,3/26/2004,22:00:00,60.0,60.0
1.0,3/26/2004,23:00:00,60.0,60.0
1.0,3/27/2004,0:00:00,60.0,60.0
1.0,3/27/2004,1:00:00,60.0,60.0
1.0,3/27/2004,2:00:00,60.0,60.0
1.0,3/27/2004,3:00:00,60.0,60.0
0.0,3/27/2004,4:00:00,60.0,60.0
1.0,3/27/2004,5:00:00,120.0,60.0
1.0,3/27/2004,6:00:00,60.0,60.0
1.0,3/27/2004,7:00:00,60.0,60.0
1.0,3/27/2004,8:00:00,60.0,60.0
1.0,3/27/2004,9:00:00,60.0,0.0
1.0,3/27/2004,10:00:00,0.0,60.0
1.0,3/27/2004,11:00:00,60.0,60.0
1.0,3/27/2004,12:00:00,60.0,60.0
1.0,3/27/2004,13:00:00,60.0,60.0
1.0,3/27/2004,14:00:00,60.0,60.0
1.0,3/27/2004,15:00:00,60.0,60.0
1.0,3/27/2004,16:00:00,60.0,60.0
1.0,3/27/2004,17:00:00,60.0,60.0
1.0,3/27/2004,18:00:00,60.0,60.0
1.0,3/27/2004,19:00:00,60.0,60.0
1.0,3/27/2004,20:00:00,60.0,60.0
1.0,3/27/2004,21:00:00,60.0,60.0
1.0,3/27/2004,22:00:00,60.0,60.0
1.0,3/27/2004,23:00:00,60.0,60.0
1.0,3/28/2004,0:00:00,60.0,60.0
1.0,3/28/2004,1:00:00,60.0,60.0
1.0,3/28/2004,2:00:00,60.0,60.0
1.0,3/28/2004,3:00:00,60.0,60.0
1.0,3/28/2004,4:00:00,60.0,60.0
1.0,3/28/2004,5:00:00,60.0,0.0
1.0,3/28/2004,6:00:00,0.0,60.0
1.0,3/28/2004,7:00:00,60.0,60.0
1.0,3/28/2004,8:00:00,60.0,60.0
1.0,3/28/2004,9:00:00,60.0,60.0
1.0,3/28/2004,10:00:00,60.0,60.0
1.0,3/28/2004,11:00:00,60.0,60.0
1.0,3/28/2004,12:00:00,60.0,60.0
1.0,3/28/2004,13:00:00,60.0,59.0
1.0,3/28/2004,14:00:00,60.0,60.0
1.0,3/28/2004,15:00:00,60.0,60.0
1.0,3/28/2004,16:00:00,60.0,60.0
1.0,3/28/2004,17:00:00,60.0,60.0
1.0,3/28/2004,18:00:00,60.0,60.0
1.0,3/28/2004,19:00:00,60.0,60.0
1.0,3/28/2004,20:00:00,60.0,60.0
1.0,3/28/2004,21:00:00,60.0,60.0
1.0,3/28/2004,22:00:00,60.0,60.0
1.0,3/28/2004,23:00:00,60.0,60.0
1.0,3/29/2004,0:00:00,60.0,60.0
1.0,3/29/2004,1:00:00,60.0,0.0
1.0,3/29/2004,2:00:00,0.0,60.0
1.0,3/29/2004,3:00:00,60.0,60.0
1.0,3/29/2004,4:00:00,60.0,60.0
1.0,3/29/2004,5:00:00,60.0,60.0
1.0,3/29/2004,6:00:00,60.0,60.0
1.0,3/29/2004,7:00:00,60.0,60.0
1.0,3/29/2004,8:00:00,60.0,60.0
1.0,3/29/2004,9:00:00,60.0,60.0
1.0,3/29/2004,10:00:00,60.0,60.0
1.0,3/29/2004,11:00:00,60.0,60.0
1.0,3/29/2004,12:00:00,60.0,60.0
1.0,3/29/2004,13:00:00,60.0,60.0
1.0,3/29/2004,14:00:00,60.0,60.0
1.0,3/29/2004,15:00:00,60.0,60.0
1.0,3/29/2004,16:00:00,60.0,60.0
1.0,3/29/2004,17:00:00,60.0,60.0
1.0,3/29/2004,18:00:00,60.0,60.0
1.0,3/29/2004,19:00:00,60.0,60.0
1.0,3/29/2004,20:00:00,60.0,60.0
1.0,3/29/2004,21:00:00,60.0,0.0
1.0,3/29/2004,22:00:00,0.0,60.0
1.0,3/29/2004,23:00:00,60.0,60.0
1.0,3/30/2004,0:00:00,60.0,60.0
1.0,3/30/2004,1:00:00,60.0,60.0
1.0,3/30/2004,2:00:00,60.0,60.0
1.0,3/30/2004,3:00:00,60.0,60.0
0.0,3/30/2004,4:00:00,60.0,60.0
1.0,3/30/2004,5:00:00,120.0,60.0
1.0,3/30/2004,6:00:00,60.0,60.0
1.0,3/30/2004,7:00:00,60.0,60.0
1.0,3/30/2004,8:00:00,60.0,60.0
1.0,3/30/2004,9:00:00,60.0,60.0
1.0,3/30/2004,10:00:00,60.0,60.0
1.0,3/30/2004,11:00:00,60.0,60.0
1.0,3/30/2004,12:00:00,60.0,60.0
1.0,3/30/2004,13:00:00,60.0,60.0
1.0,3/30/2004,14:00:00,60.0,60.0
1.0,3/30/2004,15:00:00,60.0,60.0
1.0,3/30/2004,16:00:00,60.0,60.0
1.0,3/30/2004,17:00:00,60.0,0.0
1.0,3/30/2004,18:00:00,0.0,60.0
1.0,3/30/2004,19:00:00,60.0,60.0
1.0,3/30/2004,20:00:00,60.0,60.0
1.0,3/30/2004,21:00:00,60.0,60.0
1.0,3/30/2004,22:00:00,60.0,60.0
1.0,3/30/2004,23:00:00,60.0,60.0
1.0,3/31/2004,0:00:00,60.0,60.0
1.0,3/31/2004,1:00:00,60.0,60.0
1.0,3/31/2004,2:00:00,60.0,60.0
1.0,3/31/2004,3:00:00,60.0,60.0
1.0,3/31/2004,4:00:00,60.0,60.0
1.0,3/31/2004,5:00:00,60.0,60.0
1.0,3/31/2004,6:00:00,60.0,60.0
1.0,3/31/2004,7:00:00,60.0,60.0
1.0,3/31/2004,8:00:00,60.0,60.0
1.0,3/31/2004,9:00:00,60.0,60.0
1.0,3/31/2004,10:00:00,60.0,60.0
1.0,3/31/2004,11:00:00,60.0,60.0
1.0,3/31/2004,12:00:00,60.0,60.0
1.0,3/31/2004,13:00:00,60.0,0.0
1.0,4/1/2004,0:00:00,0.0,60.0
1.0,4/1/2004,1:00:00,60.0,60.0
1.0,4/1/2004,2:00:00,60.0,60.0
1.0,4/1/2004,3:00:00,60.0,60.0
1.0,4/1/2004,4:00:00,60.0,60.0
1.0,4/1/2004,5:00:00,60.0,60.0
1.0,4/1/2004,6:00:00,60.0,60.0
1.0,4/1/2004,7:00:00,60.0,60.0
1.0,4/1/2004,8:00:00,60.0,60.0
1.0,4/1/2004,9:00:00,60.0,60.0
1.0,4/1/2004,10:00:00,60.0,60.0
1.0,4/1/2004,11:00:00,60.0,60.0
1.0,4/1/2004,12:00:00,60.0,60.0
1.0,4/1/2004,13:00:00,60.0,60.0
1.0,4/1/2004,14:00:00,60.0,60.0
1.0,4/1/2004,15:00:00,60.0,59.0
1.0,4/1/2004,16:00:00,60.0,60.0
1.0,4/1/2004,17:00:00,60.0,60.0
1.0,4/1/2004,18:00:00,60.0,60.0
1.0,4/1/2004,19:00:00,60.0,0.0
1.0,4/1/2004,20:00:00,0.0,60.0
1.0,4/1/2004,21:00:00,60.0,60.0
1.0,4/1/2004,22:00:00,60.0,60.0
1.0,4/1/2004,23:00:00,60.0,60.0
1.0,4/2/2004,0:00:00,60.0,60.0
1.0,4/2/2004,1:00:00,60.0,60.0
1.0,4/2/2004,2:00:00,60.0,60.0
1.0,4/2/2004,3:00:00,60.0,60.0
0.0,4/2/2004,4:00:00,60.0,60.0
1.0,4/2/2004,5:00:00,120.0,60.0
1.0,4/2/2004,6:00:00,60.0,59.0
1.0,4/2/2004,7:00:00,60.0,58.0
1.0,4/2/2004,8:00:00,60.0,57.0
1.0,4/2/2004,9:00:00,60.0,56.0
1.0,4/2/2004,10:00:00,60.0,55.0
1.0,4/2/2004,11:00:00,60.0,54.0
1.0,4/2/2004,12:00:00,60.0,60.0
1.0,4/2/2004,13:00:00,60.0,60.0
1.0,4/2/2004,14:00:00,60.0,60.0
1.0,4/2/2004,15:00:00,60.0,0.0
1.0,4/2/2004,16:00:00,0.0,60.0
1.0,4/2/2004,17:00:00,60.0,60.0
1.0,4/2/2004,18:00:00,60.0,60.0
1.0,4/2/2004,19:00:00,60.0,60.0
1.0,4/2/2004,20:00:00,60.0,60.0
1.0,4/2/2004,21:00:00,60.0,60.0
1.0,4/2/2004,22:00:00,60.0,60.0
1.0,4/2/2004,23:00:00,60.0,59.0
1.0,4/3/2004,0:00:00,60.0,58.0
1.0,4/3/2004,1:00:00,60.0,57.0
1.0,4/3/2004,2:00:00,60.0,56.0
1.0,4/3/2004,3:00:00,60.0,60.0
1.0,4/3/2004,4:00:00,60.0,60.0
1.0,4/3/2004,5:00:00,60.0,60.0
1.0,4/3/2004,6:00:00,60.0,60.0
1.0,4/3/2004,7:00:00,60.0,60.0
1.0,4/3/2004,8:00:00,60.0,60.0
1.0,4/3/2004,9:00:00,60.0,60.0
